,Sentence,Hate-Speech
7844,"నాలుగో సీడ్‌ సింధు 22వ సీడ్‌ క్రీడాకారిణి మియా బ్లిచ్‌ఫెల్ట్‌పై 21-13, 21-19 తేడాతో విజయం అందుకుంది.
",no
10907,లంక ఓపెనర్లు కరుణరత్నే-పెరీరాల జోడీ తొలి వికెట్‌కు 15 ఓవర్లలో 112 పరుగుల భాగస్వామ్యాన్ని నిర్మించారు,no
14360,"ఇప్పుడు వైసీపీనే ప్రభుత్వం ఏర్పాటు చేసిన క్రమంలో అవతరణ దినోత్సవంపై ఎటువంటి నిర్ణయం తీసుకోనుంది అనేది ప్రశ్నార్ధకంగా ఉంది.
",no
30610,ధరలు కూడా కొనగలిగే స్థాయిలోనే ఉంటాయి’ అని పేర్కొన్నారు.,no
27588,ఆడితే ఆడుద్ది లేదంటే లేదు అని త‌న స‌న్నిహితుల‌తో చెబుతున్నాడ‌ట‌,no
4796,కుల్దీప్‌కు రెండు వికెట్లు దక్కగా బుమ్రా ఖలీల్‌ చెరో వికెట్టు తీశారు.,no
11650,"ఈ మేరకు ఏపీ ప్రభుత్వం ఈరోజు ఉత్తర్వులు జారీచేసింది.
",no
4435,ఈ మధ్యే ముగిసిన ఆఫ్ఘనిస్థాన్‌ ప్రీమియర్‌ లీగ్‌ (ఏపీఎల్‌)లో బాఖ్‌ లెజెండ్స్‌ జట్టుకు ప్రధాన కోచ్‌గా పనిచేశాడు.,no
8976,"కీలక సమయాల్లో వికెట్లు పడటం లేదు.
",no
6027,"కానీ, బంతి పాతబడే వరకూ ఓపికతో ఆడక తప్పదు’ అని పేర్కొన్నాడు.
",no
23852,"ఎక్కడ సమస్య ఉంటే అక్కడ, ఎక్కడ ఆకలి ఉంటే అక్కడ జనసేన గుర్తు కనబడాలని, ప్రజలకు మనం ఉన్నామనే భరోసా ఇవ్వాలని చెప్పారు",no
13825,"కాటన్‌ చేసిన పనులను చంద్రబాబు గుర్తు చేశారు.
",no
34634,రెండు వందల కోట్లకు పైగా బడ్జెట్‌తో ఇండియన్‌ స్క్రీన్‌ మీద ఇప్పటిదాకా చూడని యాక్షన్‌ డ్రామాతో రూపొందుతున్న ‘సాహో’పై డార్లింగ్‌ అభిమానులు ఆందోళన చెందుతున్నారు.,no
33318,రజనీకాంత్‌ ప్రస్తుతం కార్తీక్‌ సుబ్బరాజు దర్శకత్వంలో పేటా అనే సినిమా చేస్తున్నాడు.,no
17300,"ప్రపంచాన్ని ప్రభావితం చేసే శక్తిగా ఎదగాలన్నారు.
",no
18894,"ఆ సమయంలో ఏపీ భవన్ పై జగన్ ఆరా తీసినట్లు తెలుస్తోంది.
",no
23549,"ఇప్పుడు ఏపీ సిఎం జగన్ మోహన్ రెడ్డి కూడా,చంద్రబాబు చేసిన తప్పులని తెలుసుకుంటున్నారు",no
2364,విరాట్‌ కోహ్లి ప్రశాంతంగా ఉండటం నమ్మశక్యం కాని విషయమని ఆసీస్‌ పేసర్‌ ప్యాట్‌ కమిన్స్‌ పేర్కొన్న సంగతి తెలిసిందే.,no
1580,దీంతో పంత్‌ రైజర్స్‌ బౌలర్లపై సిక్సుల వర్షం కురిపించాడు.,no
29158,తేజు దీని గురించి ఎక్కడా మాట్లాడకపోవడం గోపిచంద్‌ మలినేని అసలు బయటే కనిపించకపోవడం అనుమానాలకు బలం చేకూరుస్తోంది.,no
31325,సినిమా కోసం ఎగ్జయిటెడ్‌గా వెయిట్‌ చేస్తున్నాను.,no
14521,"ఈ సమావేశంలో కార్యకర్తలకు మాట్లాడే అవకాశం కల్పించగా అభిప్రాయాలను స్వేచ్ఛగా చెప్పాలని సీఎం సూచించారు.
",no
24250,ఈసందర్భంగా మంత్రి మాట్లాడుతూ త్వరలో టీటీడీకి కొత్త పాలకమండలిని నియమిస్తామన్నారు,no
12844,"జనసేన పార్టీకి మాజీ మంత్రి రావెల కిషోర్ బాబు రాజీనామా చేశారు.
",no
30437,"ఈ క్రమంలో కన్నడ స్టార్‌ హీరోలు శివరాజ్‌ కుమార్‌, సుదీప్‌ కలిసి ది విలన్‌ అనే చిత్రం చేస్తున్నారు.",no
27643,తన పని జరిపించుకోవడం కోసం విలన్‌తో నెల రోజులు సహజీవనానికి కూడా సై అంటుంది హీరోయిన్‌,yes
18933,"అమరావతి: ఈరోజు సీఎం చంద్రబాబు అధ్యక్షతన జరిగిన ఏపీ క్యాబినెట్ సమావేశంలో కరువు, ఫణి తుఫాన్, ఉపాధి హామీ పథకం చెల్లింపులు, తాగునీటి ఎద్దడిపై ప్రధానంగా చర్చ జరిగింది.
",no
2074,నగర శివార్లలోని లావేపొరాలో 20 గ్రనైడ్లను తీసుకువెళుతున్న సమయంలో ఈమెను అరెస్టు చేసినట్లు పోలీసులు తెలిపారు.,no
